0.098366,0.098366,0.098366,0.10654,0.098366,0.10654,0.098366,0.098366,0.098366,0.098366
0.098799,0.098799,0.098799,0.10481,0.098799,0.10481,0.098799,0.098799,0.098799,0.098799
0.099494,0.099494,0.099494,0.10202,0.099494,0.10202,0.099494,0.099494,0.099494,0.099494
0.099274,0.099274,0.099274,0.1029,0.099274,0.1029,0.099274,0.099274,0.099274,0.099274
0.099103,0.099103,0.099103,0.10359,0.099103,0.10359,0.099103,0.099103,0.099103,0.099103
0.10078,0.10078,0.10078,0.096862,0.10078,0.096862,0.10078,0.10078,0.10078,0.10078
0.098811,0.098811,0.098811,0.10475,0.098811,0.10475,0.098811,0.098811,0.098811,0.098811
0.099418,0.099418,0.099418,0.10233,0.099418,0.10233,0.099418,0.099418,0.099418,0.099418
0.10006,0.10006,0.10006,0.09974,0.10006,0.09974,0.10006,0.10006,0.10006,0.10006
0.098501,0.098501,0.098501,0.106,0.098501,0.106,0.098501,0.098501,0.098501,0.098501
0.099304,0.099304,0.099304,0.10278,0.099304,0.10278,0.099304,0.099304,0.099304,0.099304
0.099334,0.099334,0.099334,0.10266,0.099334,0.10266,0.099334,0.099334,0.099334,0.099334
0.099724,0.099724,0.099724,0.1011,0.099724,0.1011,0.099724,0.099724,0.099724,0.099724
0.098999,0.098999,0.098999,0.104,0.098999,0.104,0.098999,0.098999,0.098999,0.098999
0.099108,0.099108,0.099108,0.10357,0.099108,0.10357,0.099108,0.099108,0.099108,0.099108
0.099024,0.099024,0.099024,0.1039,0.099024,0.1039,0.099024,0.099024,0.099024,0.099024
0.098597,0.098597,0.098597,0.10561,0.098597,0.10561,0.098597,0.098597,0.098597,0.098597
0.099767,0.099767,0.099767,0.10093,0.099767,0.10093,0.099767,0.099767,0.099767,0.099767
0.098949,0.098949,0.098949,0.1042,0.098949,0.1042,0.098949,0.098949,0.098949,0.098949
0.098121,0.098121,0.098121,0.10752,0.098121,0.10752,0.098121,0.098121,0.098121,0.098121
0.099082,0.099082,0.099082,0.10367,0.099082,0.10367,0.099082,0.099082,0.099082,0.099082
0.099763,0.099763,0.099763,0.10095,0.099763,0.10095,0.099763,0.099763,0.099763,0.099763
0.098687,0.098687,0.098687,0.10525,0.098687,0.10525,0.098687,0.098687,0.098687,0.098687
0.099001,0.099001,0.099001,0.104,0.099001,0.104,0.099001,0.099001,0.099001,0.099001
0.098964,0.098964,0.098964,0.10415,0.098964,0.10415,0.098964,0.098964,0.098964,0.098964
0.099522,0.099522,0.099522,0.10191,0.099522,0.10191,0.099522,0.099522,0.099522,0.099522
0.099569,0.099569,0.099569,0.10172,0.099569,0.10172,0.099569,0.099569,0.099569,0.099569
0.099475,0.099475,0.099475,0.1021,0.099475,0.1021,0.099475,0.099475,0.099475,0.099475
0.098673,0.098673,0.098673,0.10531,0.098673,0.10531,0.098673,0.098673,0.098673,0.098673
0.099963,0.099963,0.099963,0.10015,0.099963,0.10015,0.099963,0.099963,0.099963,0.099963
0.098871,0.098871,0.098871,0.10452,0.098871,0.10452,0.098871,0.098871,0.098871,0.098871
0.09928,0.09928,0.09928,0.10288,0.09928,0.10288,0.09928,0.09928,0.09928,0.09928
0.099311,0.099311,0.099311,0.10275,0.099311,0.10275,0.099311,0.099311,0.099311,0.099311
0.10079,0.10079,0.10079,0.09685,0.10079,0.09685,0.10079,0.10079,0.10079,0.10079
0.099067,0.099067,0.099067,0.10373,0.099067,0.10373,0.099067,0.099067,0.099067,0.099067
0.099922,0.099922,0.099922,0.10031,0.099922,0.10031,0.099922,0.099922,0.099922,0.099922
0.098276,0.098276,0.098276,0.1069,0.098276,0.1069,0.098276,0.098276,0.098276,0.098276
0.09869,0.09869,0.09869,0.10524,0.09869,0.10524,0.09869,0.09869,0.09869,0.09869
0.098992,0.098992,0.098992,0.10403,0.098992,0.10403,0.098992,0.098992,0.098992,0.098992
0.099844,0.099844,0.099844,0.10062,0.099844,0.10062,0.099844,0.099844,0.099844,0.099844
0.099828,0.099828,0.099828,0.10069,0.099828,0.10069,0.099828,0.099828,0.099828,0.099828
0.099872,0.099872,0.099872,0.10051,0.099872,0.10051,0.099872,0.099872,0.099872,0.099872
0.099082,0.099082,0.099082,0.10367,0.099082,0.10367,0.099082,0.099082,0.099082,0.099082
0.098839,0.098839,0.098839,0.10465,0.098839,0.10465,0.098839,0.098839,0.098839,0.098839
0.099554,0.099554,0.099554,0.10178,0.099554,0.10178,0.099554,0.099554,0.099554,0.099554
0.099004,0.099004,0.099004,0.10398,0.099004,0.10398,0.099004,0.099004,0.099004,0.099004
0.098856,0.098856,0.098856,0.10458,0.098856,0.10458,0.098856,0.098856,0.098856,0.098856
0.09902,0.09902,0.09902,0.10392,0.09902,0.10392,0.09902,0.09902,0.09902,0.09902
0.09871,0.09871,0.09871,0.10516,0.09871,0.10516,0.09871,0.09871,0.09871,0.09871
0.099739,0.099739,0.099739,0.10105,0.099739,0.10105,0.099739,0.099739,0.099739,0.099739
0.099959,0.099959,0.099959,0.10016,0.099959,0.10016,0.099959,0.099959,0.099959,0.099959
0.099562,0.099562,0.099562,0.10175,0.099562,0.10175,0.099562,0.099562,0.099562,0.099562
0.099325,0.099325,0.099325,0.1027,0.099325,0.1027,0.099325,0.099325,0.099325,0.099325
0.098907,0.098907,0.098907,0.10437,0.098907,0.10437,0.098907,0.098907,0.098907,0.098907
0.099556,0.099556,0.099556,0.10178,0.099556,0.10178,0.099556,0.099556,0.099556,0.099556
0.099411,0.099411,0.099411,0.10235,0.099411,0.10235,0.099411,0.099411,0.099411,0.099411
0.099133,0.099133,0.099133,0.10347,0.099133,0.10347,0.099133,0.099133,0.099133,0.099133
0.098729,0.098729,0.098729,0.10508,0.098729,0.10508,0.098729,0.098729,0.098729,0.098729
